央视频道,#genre#
iHOT爱怀旧,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱怀旧.m3u8&sign=1thrd3
iHOT爱经典,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱经典.m3u8&sign=1thrd3
iHOT爱科幻,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱科幻.m3u8&sign=1thrd3
iHOT爱科学,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱科学.m3u8&sign=1thrd3
iHOT爱浪漫,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱浪漫.m3u8&sign=1thrd3
iHOT爱历史,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱历史.m3u8&sign=1thrd3
iHOT爱旅行,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱旅行.m3u8&sign=1thrd3
iHOT爱奇谈,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱奇谈.m3u8&sign=1thrd3
iHOT爱青春,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱青春.m3u8&sign=1thrd3
iHOT爱赛车,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱赛车.m3u8&sign=1thrd3
iHOT爱体育,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱体育.m3u8&sign=1thrd3
iHOT爱玩具,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱玩具.m3u8&sign=1thrd3
iHOT爱喜剧,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱喜剧.m3u8&sign=1thrd3
iHOT爱悬疑,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱悬疑.m3u8&sign=1thrd3
iHOT爱幼教,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱幼教.m3u8&sign=1thrd3
iHOT爱院线,http://114.55.117.163:8081/iptv/itv.php?id=iHOT爱院线.m3u8&sign=1thrd3

其他频道,#genre#
华数4K,http://114.55.117.163:8081/iptv/itv.php?id=华数4K.m3u8&sign=1thrd3
纯享4K,http://114.55.117.163:8081/iptv/itv.php?id=纯享4K.m3u8&sign=1thrd3
咪咕4K1,http://114.55.117.163:8081/iptv/itv.php?id=咪咕4K1.m3u8&sign=1thrd3
咪咕4K2,http://114.55.117.163:8081/iptv/itv.php?id=咪咕4K2.m3u8&sign=1thrd3
晴彩青少,http://114.55.117.163:8081/iptv/itv.php?id=咪咕全民热练.m3u8&sign=1thrd3
求索动物,http://114.55.117.163:8081/iptv/itv.php?id=求索动物.m3u8&sign=1thrd3
求索纪录,http://114.55.117.163:8081/iptv/itv.php?id=求索纪录.m3u8&sign=1thrd3
求索科学,http://114.55.117.163:8081/iptv/itv.php?id=求索科学.m3u8&sign=1thrd3
求索生活,http://114.55.117.163:8081/iptv/itv.php?id=求索生活.m3u8&sign=1thrd3
